Sub District Code,Granularity,Name,Type,villages_Inhabited,villages_Uninhabited,towns,households,Persons,Males,Females,Area,Density
0,DISTRICT,Ghaziabad,Rural,511,36,0,"2,48,050","46,81,645","24,88,834","21,92,811",777.91,"1,953"
0,DISTRICT,Ghaziabad,Urban,511,36,26,"6,02,626","15,19,098","8,08,222","7,10,876",401.09,"7,885"
738,SUB-DISTRICT,Modinagar,Total,0,0,14,"1,08,624","31,62,547","16,80,612","14,81,935",263.31,"2,421"
738,SUB-DISTRICT,Modinagar,Rural,111,7,0,"48,633","6,37,485","3,39,874","2,97,611",192.09,"1,542"
738,SUB-DISTRICT,Modinagar,Urban,111,7,14,"59,991","2,96,176","1,58,479","1,37,697",71.22,"4,792"
739,SUB-DISTRICT,Ghaziabad,Total,0,0,7,"5,19,804","3,41,309","1,81,395","1,59,914",457,"5,921"
739,SUB-DISTRICT,Ghaziabad,Rural,72,6,0,"47,218","27,05,849","14,40,050","12,65,799",185.76,"1,585"
739,SUB-DISTRICT,Ghaziabad,Urban,72,6,7,"4,72,586","2,94,358","1,57,951","1,36,407",271.24,"8,891"
740,SUB-DISTRICT,Hapur,Total,0,0,3,"1,57,560","24,11,491","12,82,099","11,29,392",377.71,"2,524"
740,SUB-DISTRICT,Hapur,Rural,202,13,0,"97,396","9,53,480","5,05,452","4,48,028",353.21,"1,702"
740,SUB-DISTRICT,Hapur,Urban,202,13,3,"60,164","6,01,309","3,18,819","2,82,490",24.5,"14,374"
741,SUB-DISTRICT,Garhmukteshwar,Total,0,0,2,"64,688","3,52,171","1,86,633","1,65,538",271.51,"1,417"
741,SUB-DISTRICT,Garhmukteshwar,Rural,126,10,0,"54,803","3,84,831","2,03,458","1,81,373",237.38,"1,379"
741,SUB-DISTRICT,Garhmukteshwar,Urban,126,10,2,"9,885","3,27,255","1,72,973","1,54,282",34.13,"1,687"
0,DISTRICT,Gautam Buddha Nagar,Total,0,0,13,"3,27,090","57,576","30,485","27,091",1282,"1,286"
0,DISTRICT,Gautam Buddha Nagar,Rural,304,16,0,"1,11,916","16,48,115","8,90,214","7,57,901",1093.85,616
0,DISTRICT,Gautam Buddha Nagar,Urban,304,16,13,"2,15,174","6,73,806","3,59,605","3,14,201",188.15,"5,178"
742,SUB-DISTRICT,Dadri,Total,0,0,6,"2,34,537","9,74,309","5,30,609","4,43,700",578.97,"1,917"
742,SUB-DISTRICT,Dadri,Rural,108,2,0,"53,823","11,10,093","6,01,465","5,08,628",463.52,705
742,SUB-DISTRICT,Dadri,Urban,108,2,6,"1,80,714","3,26,999","1,73,699","1,53,300",115.45,"6,783"
743,SUB-DISTRICT,Gautam Buddha Nagar,Total,0,0,4,"55,578","7,83,094","4,27,766","3,55,328",333.07,951
743,SUB-DISTRICT,Gautam Buddha Nagar,Rural,113,5,0,"29,893","3,16,790","1,69,959","1,46,831",298.94,617
743,SUB-DISTRICT,Gautam Buddha Nagar,Urban,113,5,4,"25,685","1,84,304","98,340","85,964",34.13,"3,882"
744,SUB-DISTRICT,Jewar,Total,0,0,3,"36,975","1,32,486","71,619","60,867",369.96,598
744,SUB-DISTRICT,Jewar,Rural,83,9,0,"28,200","2,21,232","1,18,790","1,02,442",331.39,490
744,SUB-DISTRICT,Jewar,Urban,83,9,3,"8,775","1,62,503","87,566","74,937",38.57,"1,523"
0,DISTRICT,Bulandshahr ,Total,0,0,21,"5,87,529","58,729","31,224","27,505",4512,776
0,DISTRICT,Bulandshahr ,Rural,"1,174",68,0,"4,40,668","34,99,171","18,45,260","16,53,911",4338.49,607
0,DISTRICT,Bulandshahr ,Urban,"1,174",68,21,"1,46,861","26,31,742","13,90,490","12,41,252",173.51,"4,999"
745,SUB-DISTRICT,Sikandrabad,Total,0,0,2,"64,149","8,67,429","4,54,770","4,12,659",388.33,992
745,SUB-DISTRICT,Sikandrabad,Rural,136,4,0,"49,626","3,85,099","2,04,316","1,80,783",385.8,764
745,SUB-DISTRICT,Sikandrabad,Urban,136,4,2,"14,523","2,94,858","1,57,275","1,37,583",2.53,"35,668"
746,SUB-DISTRICT,Bulandshahr,Total,0,0,4,"1,44,302","90,241","47,041","43,200",753.27,"1,152"
746,SUB-DISTRICT,Bulandshahr,Rural,239,7,0,"90,151","8,67,941","4,56,931","4,11,010",708.63,784
746,SUB-DISTRICT,Bulandshahr,Urban,239,7,4,"54,151","5,55,629","2,93,503","2,62,126",44.64,"6,996"
747,SUB-DISTRICT,Siana,Total,0,0,4,"85,716","3,12,312","1,63,428","1,48,884",873.78,584
747,SUB-DISTRICT,Siana,Rural,169,14,0,"72,160","5,10,190","2,67,603","2,42,587",848.76,499
747,SUB-DISTRICT,Siana,Urban,169,14,4,"13,556","4,23,348","2,22,255","2,01,093",25.02,"3,471"
748,SUB-DISTRICT,Anupshahr,Total,0,0,2,"58,068","86,842","45,348","41,494",427.99,814
748,SUB-DISTRICT,Anupshahr,Rural,125,14,0,"43,258","3,48,325","1,83,131","1,65,194",407.93,636
748,SUB-DISTRICT,Anupshahr,Urban,125,14,2,"14,810","2,59,380","1,36,609","1,22,771",20.06,"4,434"
749,SUB-DISTRICT,Debai,Total,0,0,2,"73,357","88,945","46,522","42,423",681.43,636
749,SUB-DISTRICT,Debai,Rural,146,15,0,"62,408","4,33,395","2,28,419","2,04,976",671.9,552
749,SUB-DISTRICT,Debai,Urban,146,15,2,"10,949","3,70,802","1,95,351","1,75,451",9.53,"6,568"
750,SUB-DISTRICT,Shikarpur,Total,0,0,3,"73,259","62,593","33,068","29,525",703.06,619
750,SUB-DISTRICT,Shikarpur,Rural,173,9,0,"62,294","4,35,158","2,30,064","2,05,094",666.7,548
750,SUB-DISTRICT,Shikarpur,Urban,173,9,3,"10,965","3,65,144","1,93,202","1,71,942",36.36,"1,926"
751,SUB-DISTRICT,Khurja ,Total,0,0,4,"88,678","70,014","36,862","33,152",684.13,759
751,SUB-DISTRICT,Khurja ,Rural,186,5,0,"60,771","5,19,063","2,74,796","2,44,267",648.76,559
751,SUB-DISTRICT,Khurja ,Urban,186,5,4,"27,907","3,62,581","1,92,295","1,70,286",35.37,"4,424"
0,DISTRICT,Aligarh,Total,0,0,24,"6,11,371","1,56,482","82,501","73,981",3650,"1,007"
0,DISTRICT,Aligarh,Rural,"1,170",29,0,"4,07,034","36,73,889","19,51,996","17,21,893",3423.12,718
0,DISTRICT,Aligarh,Urban,"1,170",29,24,"2,04,337","24,56,698","13,08,923","11,47,775",226.88,"5,365"
752,SUB-DISTRICT,Khair,Total,0,0,2,"70,673","12,17,191","6,43,073","5,74,118",688.31,621
752,SUB-DISTRICT,Khair,Rural,174,5,0,"61,733","4,27,226","2,27,821","1,99,405",664.82,561
752,SUB-DISTRICT,Khair,Urban,174,5,2,"8,940","3,73,088","1,99,009","1,74,079",23.49,"2,305"
753,SUB-DISTRICT,Gabhana,Total,0,0,1,"50,966","54,138","28,812","25,326",472.5,632
753,SUB-DISTRICT,Gabhana,Rural,157,1,0,"49,973","3,08,802","1,64,047","1,44,755",468.7,646
753,SUB-DISTRICT,Gabhana,Urban,157,1,1,993,"3,02,916","1,60,951","1,41,965",3.8,294
754,SUB-DISTRICT,Atrauli,Total,0,0,3,"1,20,225","5,886","3,096","2,790",902.87,832
754,SUB-DISTRICT,Atrauli,Rural,292,13,0,"1,08,044","7,37,767","3,92,253","3,45,514",864.84,764
754,SUB-DISTRICT,Atrauli,Urban,292,13,3,"12,181","6,60,633","3,51,810","3,08,823",38.03,"3,542"
755,SUB-DISTRICT,Koil,Total,0,0,16,"3,05,209","77,134","40,443","36,691",1046.18,"1,730"
755,SUB-DISTRICT,Koil,Rural,361,10,0,"1,26,562","18,10,181","9,59,244","8,50,937",902.12,833
755,SUB-DISTRICT,Koil,Urban,361,10,16,"1,78,647","7,51,904","4,00,051","3,51,853",144.06,"7,346"
756,SUB-DISTRICT,Iglas,Total,0,0,2,"64,298","10,58,277","5,59,193","4,99,084",540.14,722
756,SUB-DISTRICT,Iglas,Rural,186,0,0,"60,722","3,89,913","2,08,631","1,81,282",522.64,704
756,SUB-DISTRICT,Iglas,Urban,186,0,2,"3,576","3,68,157","1,97,102","1,71,055",17.5,"1,243"
0,DISTRICT,Mahamaya Nagar,Total,0,0,12,"2,60,860","21,756","11,529","10,227",1840,850
0,DISTRICT,Mahamaya Nagar,Rural,655,14,0,"2,04,827","15,64,708","8,36,127","7,28,581",1794.11,687
0,DISTRICT,Mahamaya Nagar,Urban,655,14,12,"56,033","12,32,015","6,59,814","5,72,201",45.89,"7,250"
757,SUB-DISTRICT,Sasni,Total,0,0,1,"37,760","3,32,693","1,76,313","1,56,380",281.74,796
757,SUB-DISTRICT,Sasni,Rural,115,0,0,"35,564","2,24,282","1,19,635","1,04,647",281.45,750
757,SUB-DISTRICT,Sasni,Urban,115,0,1,"2,196","2,10,991","1,12,618","98,373",0.29,"45,831"
758,SUB-DISTRICT,Sikandra Rao ,Total,0,0,3,"67,950","13,291","7,017","6,274",584.97,692
758,SUB-DISTRICT,Sikandra Rao ,Rural,158,4,0,"55,870","4,04,567","2,15,618","1,88,949",568.64,580
758,SUB-DISTRICT,Sikandra Rao ,Urban,158,4,3,"12,080","3,30,023","1,76,429","1,53,594",16.33,"4,565"
759,SUB-DISTRICT,Hathras,Total,0,0,6,"93,147","74,544","39,189","35,355",491.76,"1,122"
759,SUB-DISTRICT,Hathras,Rural,248,10,0,"59,296","5,51,540","2,94,943","2,56,597",467.02,763
759,SUB-DISTRICT,Hathras,Urban,248,10,6,"33,851","3,56,528","1,91,017","1,65,511",24.74,"7,882"
760,SUB-DISTRICT,Sadabad,Total,0,0,2,"62,003","1,95,012","1,03,926","91,086",481.53,798
760,SUB-DISTRICT,Sadabad,Rural,134,0,0,"54,097","3,84,319","2,05,931","1,78,388",477,701
760,SUB-DISTRICT,Sadabad,Urban,134,0,2,"7,906","3,34,473","1,79,750","1,54,723",4.53,"11,004"
0,DISTRICT,Mathura,Total,0,0,25,"4,23,125","49,846","26,181","23,665",3340,763
0,DISTRICT,Mathura,Rural,730,144,0,"2,92,881","25,47,184","13,67,125","11,80,059",3185.74,562
0,DISTRICT,Mathura,Urban,730,144,25,"1,30,244","17,91,191","9,62,028","8,29,163",154.26,"4,901"
761,SUB-DISTRICT,Chhata,Total,0,0,5,"91,096","7,55,993","4,05,097","3,50,896",1056.56,539
761,SUB-DISTRICT,Chhata,Rural,165,40,0,"71,497","5,69,021","3,06,176","2,62,845",1016.55,442
761,SUB-DISTRICT,Chhata,Urban,165,40,5,"19,599","4,49,536","2,42,564","2,06,972",40.01,"2,986"
762,SUB-DISTRICT,Mat,Total,0,0,1,"72,571","1,19,485","63,612","55,873",730.57,601
762,SUB-DISTRICT,Mat,Rural,201,66,0,"71,228","4,39,127","2,35,378","2,03,749",725.57,593
762,SUB-DISTRICT,Mat,Urban,201,66,1,"1,343","4,30,136","2,30,612","1,99,524",5,"1,798"
763,SUB-DISTRICT,Mahavan,Total,0,0,5,"57,196","8,991","4,766","4,225",475.17,740
763,SUB-DISTRICT,Mahavan,Rural,148,14,0,"48,380","3,51,792","1,88,678","1,63,114",460.82,643
763,SUB-DISTRICT,Mahavan,Urban,148,14,5,"8,816","2,96,444","1,59,351","1,37,093",14.35,"3,857"
764,SUB-DISTRICT,Mathura,Total,0,0,14,"2,02,262","55,348","29,327","26,021",1077.69,"1,102"
764,SUB-DISTRICT,Mathura,Rural,216,24,0,"1,01,776","11,87,244","6,36,893","5,50,351",982.79,626
764,SUB-DISTRICT,Mathura,Urban,216,24,14,"1,00,486","6,15,075","3,29,501","2,85,574",94.9,"6,029"
0,DISTRICT,Agra,Total,0,0,27,"7,10,566","5,72,169","3,07,392","2,64,777",4041,"1,093"
0,DISTRICT,Agra,Rural,893,36,0,"3,71,791","44,18,797","23,64,953","20,53,844",3793.04,631
0,DISTRICT,Agra,Urban,893,36,27,"3,38,775","23,94,602","12,85,184","11,09,418",247.96,"8,163"
765,SUB-DISTRICT,Etmadpur,Total,0,0,2,"59,287","20,24,195","10,79,769","9,44,426",469.88,782
765,SUB-DISTRICT,Etmadpur,Rural,105,5,0,"54,373","3,67,441","1,96,954","1,70,487",463.3,727
765,SUB-DISTRICT,Etmadpur,Urban,105,5,2,"4,914","3,36,919","1,80,766","1,56,153",6.58,"4,639"
766,SUB-DISTRICT,Agra,Total,0,0,15,"3,64,604","30,522","16,188","14,334",542.61,"4,030"
766,SUB-DISTRICT,Agra,Rural,105,11,0,"64,104","21,86,655","11,67,941","10,18,714",364.25,"1,132"
766,SUB-DISTRICT,Agra,Urban,105,11,15,"3,00,500","4,12,425","2,20,598","1,91,827",178.36,"9,947"
767,SUB-DISTRICT,Kiraoli,Total,0,0,4,"78,901","17,74,230","9,47,343","8,26,887",719.64,704
767,SUB-DISTRICT,Kiraoli,Rural,164,5,0,"64,386","5,06,777","2,70,574","2,36,203",682.34,603
767,SUB-DISTRICT,Kiraoli,Urban,164,5,4,"14,515","4,11,721","2,20,194","1,91,527",37.3,"2,548"
768,SUB-DISTRICT,Kheragarh,Total,0,0,2,"69,272","95,056","50,380","44,676",800.75,583
768,SUB-DISTRICT,Kheragarh,Rural,149,5,0,"64,381","4,66,809","2,52,034","2,14,775",794.75,546
768,SUB-DISTRICT,Kheragarh,Urban,149,5,2,"4,891","4,33,764","2,34,409","1,99,355",6,"5,508"
769,SUB-DISTRICT,Fatehabad,Total,0,0,2,"69,586","33,045","17,625","15,420",623.33,739
769,SUB-DISTRICT,Fatehabad,Rural,163,3,0,"61,152","4,60,592","2,47,325","2,13,267",611.33,661
769,SUB-DISTRICT,Fatehabad,Urban,163,3,2,"8,434","4,04,170","2,17,536","1,86,634",12,"4,702"
770,SUB-DISTRICT,Bah,Total,0,0,2,"68,916","56,422","29,789","26,633",884.78,487
770,SUB-DISTRICT,Bah,Rural,207,7,0,"63,395","4,30,523","2,30,125","2,00,398",877.06,451
770,SUB-DISTRICT,Bah,Urban,207,7,2,"5,521","3,95,603","2,11,681","1,83,922",7.72,"4,523"
0,DISTRICT,Firozabad,Total,0,0,9,"4,14,266","34,920","18,444","16,476",2407,"1,038"
0,DISTRICT,Firozabad,Rural,790,17,0,"2,74,897","24,98,156","13,32,046","11,66,110",2343.99,710
0,DISTRICT,Firozabad,Urban,790,17,9,"1,39,369","16,64,987","8,91,872","7,73,115",63.01,"13,223"
771,SUB-DISTRICT,Tundla,Total,0,0,3,"58,949","8,33,169","4,40,174","3,92,995",385.79,937
771,SUB-DISTRICT,Tundla,Rural,95,3,0,"47,593","3,61,489","1,93,631","1,67,858",369.39,803
771,SUB-DISTRICT,Tundla,Urban,95,3,3,"11,356","2,96,583","1,59,454","1,37,129",16.4,"3,958"
772,SUB-DISTRICT,Firozabad,Total,0,0,1,"1,57,923","64,906","34,177","30,729",450.86,"2,121"
772,SUB-DISTRICT,Firozabad,Rural,148,3,0,"58,090","9,56,082","5,09,025","4,47,057",429.51,819
772,SUB-DISTRICT,Firozabad,Urban,148,3,1,"99,833","3,51,868","1,89,610","1,62,258",21.35,"28,300"
773,SUB-DISTRICT,Jasrana ,Total,0,0,2,"83,487","6,04,214","3,19,415","2,84,799",820.24,617
773,SUB-DISTRICT,Jasrana ,Rural,267,6,0,"80,676","5,05,935","2,69,383","2,36,552",807.85,605
773,SUB-DISTRICT,Jasrana ,Urban,267,6,2,"2,811","4,88,400","2,60,164","2,28,236",12.39,"1,415"
774,SUB-DISTRICT,Shikohabad ,Total,0,0,3,"1,13,907","17,535","9,219","8,316",750.11,899
774,SUB-DISTRICT,Shikohabad ,Rural,280,5,0,"88,538","6,74,650","3,60,007","3,14,643",737.24,716
774,SUB-DISTRICT,Shikohabad ,Urban,280,5,3,"25,369","5,28,136","2,82,644","2,45,492",12.87,"11,384"
0,DISTRICT,Mainpuri,Total,0,0,9,"3,13,690","1,46,514","77,363","69,151",2760,677
0,DISTRICT,Mainpuri,Rural,820,31,0,"2,63,503","18,68,529","9,93,377","8,75,152",2670.98,592
0,DISTRICT,Mainpuri,Urban,820,31,9,"50,187","15,80,087","8,42,374","7,37,713",89.02,"3,240"
775,SUB-DISTRICT,Mainpuri,Total,0,0,4,"1,21,502","2,88,442","1,51,003","1,37,439",1015.07,714
775,SUB-DISTRICT,Mainpuri,Rural,245,9,0,"89,184","7,24,487","3,83,834","3,40,653",971.97,557
775,SUB-DISTRICT,Mainpuri,Urban,245,9,4,"32,318","5,41,385","2,88,211","2,53,174",43.1,"4,248"
776,SUB-DISTRICT,Karhal,Total,0,0,1,"56,864","1,83,102","95,623","87,479",551.92,601
776,SUB-DISTRICT,Karhal,Rural,185,1,0,"52,257","3,31,718","1,76,936","1,54,782",542.34,561
776,SUB-DISTRICT,Karhal,Urban,185,1,1,"4,607","3,04,017","1,62,480","1,41,537",9.58,"2,892"
777,SUB-DISTRICT,Bhogaon ,Total,0,0,4,"1,35,324","27,701","14,456","13,245",1193.01,681
777,SUB-DISTRICT,Bhogaon ,Rural,390,21,0,"1,22,062","8,12,324","4,32,607","3,79,717",1156.67,635
777,SUB-DISTRICT,Bhogaon ,Urban,390,21,4,"13,262","7,34,685","3,91,683","3,43,002",36.34,"2,136"
0,DISTRICT,Budaun,Total,0,0,23,"6,15,776","77,639","40,924","36,715",5168,712
0,DISTRICT,Budaun,Rural,"1,785",276,0,"5,05,491","36,81,896","19,67,759","17,14,137",4985.13,609
0,DISTRICT,Budaun,Urban,"1,785",276,23,"1,10,285","30,37,301","16,30,376","14,06,925",182.87,"3,525"
778,SUB-DISTRICT,Gunnaur ,Total,0,0,3,"91,036","6,44,595","3,37,383","3,07,212",905.77,612
778,SUB-DISTRICT,Gunnaur ,Rural,307,75,0,"82,844","5,54,275","2,97,404","2,56,871",889.27,566
778,SUB-DISTRICT,Gunnaur ,Urban,307,75,3,"8,192","5,02,934","2,70,584","2,32,350",16.5,"3,112"
779,SUB-DISTRICT,Bisauli ,Total,0,0,6,"1,04,929","51,341","26,820","24,521",932.41,689
779,SUB-DISTRICT,Bisauli ,Rural,276,28,0,"85,063","6,42,762","3,41,488","3,01,274",868.02,602
779,SUB-DISTRICT,Bisauli ,Urban,276,28,6,"19,866","5,22,853","2,78,954","2,43,899",64.39,"1,862"
780,SUB-DISTRICT,Bilsi,Total,0,0,2,"67,758","1,19,909","62,534","57,375",360.73,"1,120"
780,SUB-DISTRICT,Bilsi,Rural,201,4,0,"62,022","4,04,198","2,15,178","1,89,020",332.13,"1,114"
780,SUB-DISTRICT,Bilsi,Urban,201,4,2,"5,736","3,69,974","1,97,295","1,72,679",28.6,"1,197"
781,SUB-DISTRICT,Sahaswan,Total,0,0,1,"66,185","34,224","17,883","16,341",721.95,540
781,SUB-DISTRICT,Sahaswan,Rural,234,40,0,"55,091","3,89,829","2,07,969","1,81,860",714.5,453
781,SUB-DISTRICT,Sahaswan,Urban,234,40,1,"11,094","3,23,625","1,73,502","1,50,123",7.45,"8,886"
782,SUB-DISTRICT,Budaun,Total,0,0,6,"1,68,754","66,204","34,467","31,737",1161.44,864
782,SUB-DISTRICT,Budaun,Rural,373,30,0,"1,23,525","10,02,911","5,34,528","4,68,383",1121.94,667
782,SUB-DISTRICT,Budaun,Urban,373,30,6,"45,229","7,47,897","4,00,886","3,47,011",39.5,"6,456"
783,SUB-DISTRICT,Dataganj,Total,0,0,5,"1,17,114","2,55,014","1,33,642","1,21,372",1085.69,634
783,SUB-DISTRICT,Dataganj,Rural,394,99,0,"96,946","6,87,921","3,71,192","3,16,729",1059.26,538
783,SUB-DISTRICT,Dataganj,Urban,394,99,5,"20,168","5,70,018","3,09,155","2,60,863",26.43,"4,461"
0,DISTRICT,Bareilly,Total,0,0,31,"7,56,784","1,17,903","62,037","55,866",4120,"1,080"
0,DISTRICT,Bareilly,Rural,"1,855",196,0,"4,81,039","44,48,359","23,57,665","20,90,694",3841.93,750
0,DISTRICT,Bareilly,Urban,"1,855",196,31,"2,75,745","28,79,950","15,30,356","13,49,594",278.07,"5,640"
784,SUB-DISTRICT,Baheri,Total,0,0,5,"1,10,432","15,68,409","8,27,309","7,41,100",839.83,803
784,SUB-DISTRICT,Baheri,Rural,385,9,0,"89,335","6,74,598","3,54,708","3,19,890",820.4,659
784,SUB-DISTRICT,Baheri,Urban,385,9,5,"21,097","5,40,473","2,84,458","2,56,015",19.43,"6,903"
785,SUB-DISTRICT,Meerganj ,Total,0,0,4,"81,556","1,34,125","70,250","63,875",524.96,936
785,SUB-DISTRICT,Meerganj ,Rural,217,27,0,"67,459","4,91,330","2,60,137","2,31,193",502.4,805
785,SUB-DISTRICT,Meerganj ,Urban,217,27,4,"14,097","4,04,416","2,14,687","1,89,729",22.56,"3,853"
786,SUB-DISTRICT,Aonla ,Total,0,0,4,"1,16,262","86,914","45,450","41,464",807.21,873
786,SUB-DISTRICT,Aonla ,Rural,326,37,0,"99,829","7,04,971","3,76,823","3,28,148",779.45,777
786,SUB-DISTRICT,Aonla ,Urban,326,37,4,"16,433","6,05,703","3,24,473","2,81,230",27.76,"3,576"
787,SUB-DISTRICT,Bareilly ,Total,0,0,13,"2,89,242","99,268","52,350","46,918",728.4,"2,235"
787,SUB-DISTRICT,Bareilly ,Rural,301,38,0,"90,089","16,28,338","8,61,476","7,66,862",563.12,945
787,SUB-DISTRICT,Bareilly ,Urban,301,38,13,"1,99,153","5,31,985","2,81,505","2,50,480",165.28,"6,633"
788,SUB-DISTRICT,Nawabganj ,Total,0,0,3,"79,444","10,96,353","5,79,971","5,16,382",575.01,829
788,SUB-DISTRICT,Nawabganj ,Rural,297,32,0,"68,927","4,76,756","2,51,546","2,25,210",544.87,757
788,SUB-DISTRICT,Nawabganj ,Urban,297,32,3,"10,517","4,12,736","2,18,425","1,94,311",30.14,"2,124"
789,SUB-DISTRICT,Faridpur ,Total,0,0,2,"79,848","64,020","33,121","30,899",644.58,733
789,SUB-DISTRICT,Faridpur ,Rural,329,53,0,"65,400","4,72,366","2,52,975","2,19,391",631.68,609
789,SUB-DISTRICT,Faridpur ,Urban,329,53,2,"14,448","3,84,637","2,06,808","1,77,829",12.9,"6,801"
0,DISTRICT,Pilibhit,Total,0,0,11,"3,62,573","87,729","46,167","41,562",3686,551
0,DISTRICT,Pilibhit,Rural,"1,295",140,0,"2,99,026","20,31,007","10,72,002","9,59,005",3640.78,461
0,DISTRICT,Pilibhit,Urban,"1,295",140,11,"63,547","16,79,592","8,86,789","7,92,803",45.22,"7,771"
790,SUB-DISTRICT,Pilibhit ,Total,0,0,6,"1,42,711","3,51,415","1,85,213","1,66,202",1046.95,759
790,SUB-DISTRICT,Pilibhit ,Rural,424,45,0,"1,05,655","7,94,886","4,16,822","3,78,064",1022.05,583
790,SUB-DISTRICT,Pilibhit ,Urban,424,45,6,"37,056","5,96,311","3,12,324","2,83,987",24.9,"7,975"
791,SUB-DISTRICT,Bisalpur,Total,0,0,3,"1,10,111","1,98,575","1,04,498","94,077",926.73,687
791,SUB-DISTRICT,Bisalpur,Rural,426,42,0,"92,838","6,36,813","3,39,125","2,97,688",918.23,583
791,SUB-DISTRICT,Bisalpur,Urban,426,42,3,"17,273","5,35,262","2,85,309","2,49,953",8.5,"11,947"
792,SUB-DISTRICT,Puranpur,Total,0,0,2,"1,09,751","1,01,551","53,816","47,735",1712.33,350
792,SUB-DISTRICT,Puranpur,Rural,445,53,0,"1,00,533","5,99,308","3,16,055","2,83,253",1700.51,322
792,SUB-DISTRICT,Puranpur,Urban,445,53,2,"9,218","5,48,019","2,89,156","2,58,863",11.82,"4,339"
0,DISTRICT,Shahjahanpur,Total,0,0,11,"5,27,501","51,289","26,899","24,390",4388,685
0,DISTRICT,Shahjahanpur,Rural,"2,088",240,0,"4,25,057","30,06,538","16,06,403","14,00,135",4306.93,560
0,DISTRICT,Shahjahanpur,Urban,"2,088",240,11,"1,02,444","24,12,446","12,93,714","11,18,732",81.07,"7,328"
793,SUB-DISTRICT,Powayan,Total,0,0,2,"1,21,728","5,94,092","3,12,689","2,81,403",1296.39,520
793,SUB-DISTRICT,Powayan,Rural,671,44,0,"1,13,626","6,74,066","3,57,030","3,17,036",1281.31,490
793,SUB-DISTRICT,Powayan,Urban,671,44,2,"8,102","6,28,030","3,32,790","2,95,240",15.08,"3,053"
794,SUB-DISTRICT,Tilhar,Total,0,0,3,"1,28,063","46,036","24,240","21,796",1091.16,675
794,SUB-DISTRICT,Tilhar,Rural,567,60,0,"1,10,363","7,36,697","3,94,891","3,41,806",1079.68,582
794,SUB-DISTRICT,Tilhar,Urban,567,60,3,"17,700","6,28,076","3,37,906","2,90,170",11.48,"9,462"
795,SUB-DISTRICT,Shahjahanpur,Total,0,0,4,"1,76,012","1,08,621","56,985","51,636",1042.43,958
795,SUB-DISTRICT,Shahjahanpur,Rural,476,63,0,"1,08,278","9,99,095","5,30,739","4,68,356",999.92,613
795,SUB-DISTRICT,Shahjahanpur,Urban,476,63,4,"67,734","6,12,617","3,27,334","2,85,283",42.51,"9,091"
796,SUB-DISTRICT,Jalalabad,Total,0,0,2,"1,01,698","3,86,478","2,03,405","1,83,073",958.01,623
796,SUB-DISTRICT,Jalalabad,Rural,374,73,0,"92,790","5,96,680","3,23,743","2,72,937",946.01,575
796,SUB-DISTRICT,Jalalabad,Urban,374,73,2,"8,908","5,43,723","2,95,684","2,48,039",12,"4,413"
0,DISTRICT,Kheri,Total,0,0,14,"7,45,077","52,957","28,059","24,898",7680,524
0,DISTRICT,Kheri,Rural,"1,706",88,0,"6,61,245","40,21,243","21,23,187","18,98,056",7592.03,469
0,DISTRICT,Kheri,Urban,"1,706",88,14,"83,832","35,60,208","18,80,679","16,79,529",87.97,"5,241"
797,SUB-DISTRICT,Nighasan,Total,0,0,2,"76,834","4,61,035","2,42,508","2,18,527",862.96,483
797,SUB-DISTRICT,Nighasan,Rural,108,10,0,"71,601","4,16,813","2,18,528","1,98,285",850.43,456
797,SUB-DISTRICT,Nighasan,Urban,108,10,2,"5,233","3,87,681","2,03,385","1,84,296",12.53,"2,325"
798,SUB-DISTRICT,Palia,Total,0,0,1,"60,630","29,132","15,143","13,989",1575.93,214
798,SUB-DISTRICT,Palia,Rural,145,10,0,"52,407","3,36,505","1,76,259","1,60,246",1563.93,189
798,SUB-DISTRICT,Palia,Urban,145,10,1,"8,223","2,95,379","1,54,657","1,40,722",12,"3,427"
799,SUB-DISTRICT,Gola Gokaran Nath,Total,0,0,3,"1,33,194","41,126","21,602","19,524",1318.06,533
799,SUB-DISTRICT,Gola Gokaran Nath,Rural,277,15,0,"1,17,541","7,02,701","3,69,643","3,33,058",1299.07,476
799,SUB-DISTRICT,Gola Gokaran Nath,Urban,277,15,3,"15,653","6,18,329","3,25,421","2,92,908",18.99,"4,443"
800,SUB-DISTRICT,Mohammdi,Total,0,0,3,"1,55,609","84,372","44,222","40,150",1324.35,617
800,SUB-DISTRICT,Mohammdi,Rural,510,25,0,"1,43,486","8,17,180","4,34,523","3,82,657",1307.26,571
800,SUB-DISTRICT,Mohammdi,Urban,510,25,3,"12,123","7,46,691","3,97,376","3,49,315",17.09,"4,125"
801,SUB-DISTRICT,Lakhimpur,Total,0,0,4,"2,14,080","70,489","37,147","33,342",1474.07,787
801,SUB-DISTRICT,Lakhimpur,Rural,472,12,0,"1,75,440","11,60,089","6,12,033","5,48,056",1451.91,653
801,SUB-DISTRICT,Lakhimpur,Urban,472,12,4,"38,640","9,48,691","5,00,490","4,48,201",22.16,"9,540"
802,SUB-DISTRICT,Dhaurahara,Total,0,0,1,"1,04,730","2,11,398","1,11,543","99,855",1124.63,523
802,SUB-DISTRICT,Dhaurahara,Rural,194,16,0,"1,00,770","5,87,955","3,12,201","2,75,754",1119.43,503
802,SUB-DISTRICT,Dhaurahara,Urban,194,16,1,"3,960","5,63,437","2,99,350","2,64,087",5.2,"4,715"
